cid,pid,label
CHEMBL1994938,Q12851,1
CHEMBL1973860,O43781,1
CHEMBL246166,P36888,0
CHEMBL2006439,Q00535,0
CHEMBL1081312,P07949,0
CHEMBL488811,Q96GD4,1
CHEMBL1979577,Q96RG2,0
CHEMBL2002165,Q7KZI7,0
CHEMBL1987007,Q96GD4,0
CHEMBL1991180,P00519,0
CHEMBL2005792,Q9H4B4,1
CHEMBL1980995,P07333,0
CHEMBL402548,Q9H2G2,0
CHEMBL1971606,P35968,1
CHEMBL1973808,P11362,1
CHEMBL1969506,Q13464,0
CHEMBL1964687,Q9UEE5,1
CHEMBL1969372,Q12851,1
CHEMBL437747,Q00535,0
CHEMBL1993424,Q96GD4,0
CHEMBL2005699,P49336,0
CHEMBL2005528,P29597,1
CHEMBL1968930,Q8N4C8,0
CHEMBL1971289,O96013,1
CHEMBL2004544,P68400,0
CHEMBL1974363,Q13153,1
CHEMBL1682360,P31749,1
CHEMBL599224,P28482,0
CHEMBL1242373,Q9P1W9,0
CHEMBL1974328,Q9NYL2,1
CHEMBL424872,P29376,1
CHEMBL2006299,Q04759,0
CHEMBL1979093,P06241,0
CHEMBL1972142,O96017,0
CHEMBL1986530,Q16288,1
CHEMBL1999112,Q13237,1
CHEMBL260092,P00533,1
CHEMBL201307,P41240,1
CHEMBL1983111,P42685,0
CHEMBL1992242,Q5VT25,1
CHEMBL1999556,P49841,0
CHEMBL1968791,Q15303,1
CHEMBL1995736,P78368,1
CHEMBL245968,P35968,0
CHEMBL44545,P22612,0
CHEMBL1988370,P04629,1
CHEMBL1983932,Q9Y4K4,0
CHEMBL1986943,O95819,0
CHEMBL1994318,P51817,0
CHEMBL1998414,P51817,0
CHEMBL2004887,P51817,1
CHEMBL1992125,Q7L7X3,0
CHEMBL1993661,Q12851,0
CHEMBL1965507,P29317,1
CHEMBL385478,O00444,0
CHEMBL431432,Q02156,0
CHEMBL246970,Q12851,1
CHEMBL1979554,Q16644,1
CHEMBL1970709,O75116,0
CHEMBL1997335,P17948,0
CHEMBL1998585,Q13131,1
CHEMBL1967531,Q08881,1
CHEMBL1977148,Q9BZL6,1
CHEMBL1979057,P00519,0
CHEMBL259922,Q00535,1
CHEMBL1993424,P51957,0
CHEMBL1998611,Q96KB5,0
CHEMBL1980407,P11362,0
CHEMBL1984788,Q08881,1
CHEMBL2148053,P17948,1
CHEMBL1978271,Q13131,1
CHEMBL1974870,Q96GD4,0
CHEMBL47243,Q02156,1
CHEMBL1982711,Q04759,0
CHEMBL1981782,P04626,1
CHEMBL1976158,Q16539,1
CHEMBL2000934,P49336,0
CHEMBL1981215,Q16288,1
CHEMBL1997025,P51812,1
CHEMBL1964687,Q9HBH9,0
CHEMBL1989474,Q9HBH9,1
CHEMBL147986,P05129,0
CHEMBL365847,P45983,1
CHEMBL1972152,Q13464,1
CHEMBL1682554,Q9HAZ1,0
CHEMBL513846,Q13627,0
CHEMBL1967720,O14965,0
CHEMBL1999120,P09619,1
CHEMBL2004290,P51955,1
CHEMBL1991377,Q16539,0
CHEMBL1972584,P00519,0
CHEMBL1989265,O75116,1
CHEMBL2002702,O00444,0
CHEMBL185569,Q00535,1
CHEMBL2000652,P07948,0
CHEMBL1979516,P06213,0
CHEMBL1996234,P51617,1
CHEMBL2042135,P24941,1
CHEMBL325005,P05771,1
CHEMBL1980297,Q7L7X3,0
CHEMBL1977135,P51817,0
CHEMBL1987648,P48730,0
CHEMBL1984296,Q06418,0
CHEMBL1993661,P53779,0
CHEMBL1968791,P06213,0
CHEMBL1974870,Q14680,0
CHEMBL316264,Q16620,1
CHEMBL1981133,P52333,1
CHEMBL1971029,P35968,0
CHEMBL2000934,Q9HAZ1,0
CHEMBL2004159,P36507,1
CHEMBL2006631,O75116,1
CHEMBL47940,P06241,0
CHEMBL1993243,P11362,0
CHEMBL1998159,P07948,1
CHEMBL1970903,P36888,0
CHEMBL1982135,Q96KB5,1
CHEMBL1995832,P16591,1
CHEMBL1964804,Q9Y4K4,1
CHEMBL1682546,P35916,1
CHEMBL444864,Q05513,0
CHEMBL1972849,O15075,1
CHEMBL1999931,P28482,0
CHEMBL1972183,Q96SB4,1
CHEMBL334064,Q05513,1
CHEMBL1999718,O00311,1
CHEMBL1682552,Q9HAZ1,0
CHEMBL2002726,Q14012,0
CHEMBL1982866,Q16620,1
CHEMBL1964413,P48729,1
CHEMBL2007375,Q05397,1
CHEMBL2338333,P54619,1
CHEMBL389745,P68400,1
CHEMBL1971149,P30530,1
CHEMBL1973098,Q05397,1
CHEMBL1242373,P07949,0
CHEMBL1997846,P29317,1
CHEMBL2005718,P24941,0
CHEMBL1973211,P07333,0
CHEMBL1242201,P42345,0
CHEMBL2003817,P23443,1
CHEMBL1982400,P11309,0
CHEMBL1999718,P11362,1
CHEMBL1971947,Q96GD4,0
CHEMBL127898,P41743,1
CHEMBL55382,Q15139,0
CHEMBL483532,P24941,0
CHEMBL1975900,P51812,0
CHEMBL1996817,Q13882,1
CHEMBL274064,P06241,0
CHEMBL1973359,Q96GD4,0
CHEMBL1992342,O96013,1
CHEMBL189963,Q7L7X3,0
CHEMBL271381,P49840,1
CHEMBL2005216,O96013,0
CHEMBL1984367,P53778,1
CHEMBL2006836,P35916,1
CHEMBL1993781,P00519,0
CHEMBL1980297,P29376,0
CHEMBL213451,O43741,1
CHEMBL2005936,P10721,1
CHEMBL1242373,Q96GD4,0
CHEMBL1241484,P54760,0
CHEMBL1964937,P23443,0
CHEMBL1983963,Q13464,0
CHEMBL1987359,P06239,1
CHEMBL2003524,P28482,1
CHEMBL2001998,P04626,1
CHEMBL1974574,Q16620,1
CHEMBL1992723,P07333,1
CHEMBL1992740,Q7L7X3,1
CHEMBL288949,Q04759,1
CHEMBL1978166,O75116,0
CHEMBL230654,P41279,0
CHEMBL1788116,O14920,1
CHEMBL256835,Q16513,1
CHEMBL1983111,O43781,1
CHEMBL1999714,P53667,1
CHEMBL1242470,P08631,0
CHEMBL1375418,P06493,1
CHEMBL362814,P49841,0
CHEMBL1999321,P28482,1
CHEMBL1992306,P16591,1
CHEMBL1969588,Q13555,0
CHEMBL2000078,P17612,1
CHEMBL1988173,Q9NYL2,0
CHEMBL1998585,P17948,0
CHEMBL223971,P10721,0
CHEMBL2000104,Q9NWZ3,1
CHEMBL1984432,Q5VT25,0
CHEMBL2004892,Q8NE63,1
CHEMBL207718,O43741,1
CHEMBL2001239,Q96PF2,0
CHEMBL1980995,O15111,0
CHEMBL338966,Q05513,1
CHEMBL1975212,P04629,1
CHEMBL1970290,P29376,0
CHEMBL387971,P00519,0
CHEMBL1983932,P42679,1
CHEMBL1983195,P15735,1
CHEMBL1969102,P00533,0
CHEMBL1995813,O94806,0
CHEMBL1980163,P04626,0
CHEMBL1964382,P36888,1
CHEMBL1974288,P49840,0
CHEMBL1965988,O95819,0
CHEMBL1990885,Q9BXA7,0
CHEMBL1984191,P45983,1
CHEMBL2005509,Q8N4C8,0
CHEMBL485556,P48730,0
CHEMBL474432,P06241,0
CHEMBL523823,P49840,1
CHEMBL1980763,P51812,1
CHEMBL485286,Q02750,0
CHEMBL113185,P24723,0
CHEMBL597592,P35968,0
CHEMBL1976220,P35968,0
CHEMBL1682554,Q9HAZ1,0
CHEMBL1998545,P05129,1
CHEMBL2086760,P51812,0
CHEMBL1975903,O95819,0
CHEMBL1966425,Q96SB4,1
CHEMBL377383,P27448,1
CHEMBL1979357,Q7KZI7,1
CHEMBL1966808,P68400,0
CHEMBL1084546,P49840,0
CHEMBL1997617,P23443,0
CHEMBL2151321,P00519,0
CHEMBL1981720,O60674,1
CHEMBL444864,P05771,0
CHEMBL458997,P07332,0
CHEMBL2006276,Q16513,0
CHEMBL311201,P22612,1
CHEMBL1972158,Q05655,0
CHEMBL370283,O94806,1
CHEMBL1998112,P06241,0
CHEMBL1995813,P50613,0
CHEMBL387971,O14920,1
CHEMBL1972937,P06239,1
CHEMBL319556,P53779,1
CHEMBL1996500,O43781,1
CHEMBL1241490,P08631,0
CHEMBL1998112,Q15303,1
CHEMBL1972290,Q13627,0
CHEMBL1979970,P24941,0
CHEMBL1979554,Q05655,0
CHEMBL1966628,Q13131,0
CHEMBL1998121,Q13976,0
CHEMBL468280,P17948,0
CHEMBL1996111,P28482,0
CHEMBL1977138,P50613,0
CHEMBL1966816,P07333,1
CHEMBL1975212,Q8IU85,1
CHEMBL373798,P35968,0
CHEMBL1988173,P06241,0
CHEMBL1965660,O00444,0
CHEMBL1985092,P52333,1
CHEMBL1982466,P06241,0
CHEMBL1971186,P07948,1
CHEMBL1969372,P45984,0
CHEMBL1969755,P08069,1
CHEMBL1090360,P05129,0
CHEMBL7064,Q13188,0
CHEMBL1969523,Q9BXA7,0
CHEMBL131577,P22607,1
CHEMBL327291,Q05513,1
CHEMBL2002726,P51817,0
CHEMBL1971029,Q9Y4K4,0
CHEMBL2001485,P41743,1
CHEMBL1971017,Q13188,0
CHEMBL1979252,Q8IW41,1
CHEMBL1973961,Q16620,1
CHEMBL2005792,Q9Y463,1
CHEMBL1230122,P17948,0
CHEMBL1965702,O95819,0
CHEMBL1990583,P45984,0
CHEMBL1989043,P49760,0
CHEMBL1983111,Q5S007,0
CHEMBL1241676,P12931,0
CHEMBL1980995,Q04912,0
CHEMBL1969588,P42685,0
CHEMBL1986943,O00311,0
CHEMBL1242290,P48736,0
CHEMBL1973359,Q00535,0
CHEMBL1983006,P31751,1
CHEMBL514499,P48729,1
CHEMBL1979883,P07948,0
CHEMBL1984363,O00418,1
CHEMBL1164180,P49760,1
CHEMBL2312185,P06493,0
CHEMBL1968151,O15264,1
CHEMBL483525,P35916,0
CHEMBL1975233,P51617,0
CHEMBL377383,O43781,1
CHEMBL1981782,Q5VT25,1
CHEMBL2000078,P17948,0
CHEMBL386661,P35968,0
CHEMBL425601,Q9Y478,1
CHEMBL184847,Q13464,0
CHEMBL1983945,P27448,1
CHEMBL1978448,O14757,1
CHEMBL337035,P05129,0
CHEMBL1988387,O96017,1
CHEMBL387971,Q13557,1
CHEMBL1976040,P36888,1
CHEMBL2001920,Q13882,1
CHEMBL2001257,Q05513,1
CHEMBL1242572,P42336,0
CHEMBL402548,P24941,0
CHEMBL1975927,O96013,0
CHEMBL1987054,P27448,0
CHEMBL1975927,Q14164,0
CHEMBL1970369,O15075,1
CHEMBL207445,P45984,1
CHEMBL1996702,O95819,1
CHEMBL394619,Q9HAZ1,1
CHEMBL1973893,P12931,1
CHEMBL1765781,P36888,0
CHEMBL262433,P35968,0
CHEMBL1981671,P49336,1
CHEMBL1976936,Q13627,0
CHEMBL1987535,P11362,1
CHEMBL1985074,O43293,0
CHEMBL1987034,P10721,0
CHEMBL1965988,O15075,1
CHEMBL2004934,P07948,1
CHEMBL2000271,P23443,0
CHEMBL1964692,Q9BXA7,1
CHEMBL2004871,P15735,1
CHEMBL1979057,Q13464,0
CHEMBL1087397,P42336,1
CHEMBL1981045,P49841,0
CHEMBL300559,P05771,1
CHEMBL1974328,P53667,1
CHEMBL1987009,P06241,0
CHEMBL117697,Q13188,1
CHEMBL220057,P49760,1
CHEMBL1974254,P07332,0
CHEMBL1972576,O15264,1
CHEMBL1967720,P36888,0
CHEMBL1997822,O96013,1
CHEMBL514409,O75676,0
CHEMBL1972142,Q15303,0
CHEMBL597754,Q15078,0
CHEMBL564829,Q00535,0
CHEMBL1975927,P49336,1
CHEMBL1973211,P53350,1
CHEMBL1969588,Q86V86,0
CHEMBL1242749,P00519,0
CHEMBL1987261,Q16513,0
CHEMBL272888,P00519,0
CHEMBL242865,Q9UQM7,1
CHEMBL271190,P07948,1
CHEMBL1979357,Q9UEE5,0
CHEMBL1984586,P31751,1
CHEMBL1991577,O43293,0
CHEMBL1971519,P17612,0
CHEMBL1973937,P35968,0
CHEMBL1982660,P11362,1
CHEMBL1972355,Q06418,0
CHEMBL1971017,P00519,0
CHEMBL1975418,O43293,0
CHEMBL1993374,P11362,1
CHEMBL468280,P00519,0
CHEMBL1982563,P07948,1
CHEMBL2000271,Q16620,1
CHEMBL1985406,Q16644,1
CHEMBL6291,P11309,0
CHEMBL132169,Q02156,0
CHEMBL2338335,Q02750,1
CHEMBL1992555,Q16513,1
CHEMBL2003768,Q96SB4,1
CHEMBL1973860,Q9HAZ1,0
CHEMBL1984586,P35968,0
CHEMBL1090360,Q5VT25,0
CHEMBL1982711,Q8N4C8,0
CHEMBL1243326,P27361,1
CHEMBL1998121,P41743,0
CHEMBL1242657,P35968,0
CHEMBL1993413,Q13557,1
CHEMBL474432,Q9HCP0,1
CHEMBL1375418,Q5VT25,1
CHEMBL2004438,Q00535,1
CHEMBL95692,O96017,1
CHEMBL1978099,P06493,0
CHEMBL2005886,Q13464,0
CHEMBL1980995,P30291,1
CHEMBL1090360,O00141,1
CHEMBL1980391,P06213,0
CHEMBL220241,Q9HBH9,0
CHEMBL2006010,Q8TDC3,1
CHEMBL1974254,O00418,1
CHEMBL2007002,Q8N4C8,0
CHEMBL1982122,Q9UM73,1
CHEMBL336192,Q15139,0
CHEMBL1996176,Q96GD4,0
CHEMBL394619,O60674,1
CHEMBL474432,P06493,1
CHEMBL1982660,O75116,1
CHEMBL1966808,P06493,1
CHEMBL482967,P16591,0
CHEMBL2000408,P22607,1
CHEMBL1971017,P35968,1
CHEMBL1977135,P49840,1
CHEMBL1970189,P07948,1
CHEMBL1987982,Q8TDC3,1
CHEMBL1242377,O00329,0
CHEMBL1973540,P15735,0
CHEMBL1998435,Q5VT25,1
CHEMBL312651,O15111,0
CHEMBL262433,Q9H4B4,0
CHEMBL1682358,P49841,0
CHEMBL2004771,Q05655,0
CHEMBL1980489,P00533,1
CHEMBL1982711,Q13976,0
CHEMBL1929238,Q96RG2,1
CHEMBL223460,P78368,1
CHEMBL1980391,P51451,0
CHEMBL1969126,P48729,1
CHEMBL1081312,Q04759,0
CHEMBL306380,P24941,1
CHEMBL481491,Q9NYL2,1
CHEMBL2004544,P45983,1
CHEMBL1975418,Q00535,0
CHEMBL2007002,O14965,1
CHEMBL248757,Q12851,1
CHEMBL1242573,P00519,0
CHEMBL2006715,P04626,0
CHEMBL1978371,Q8IU85,0
CHEMBL1965423,Q9NYL2,1
CHEMBL1967116,P51957,1
CHEMBL1988387,P04629,0
CHEMBL1992371,P49760,1
CHEMBL340384,O00311,0
CHEMBL2004118,Q16288,1
CHEMBL1995832,P53778,1
CHEMBL1993661,Q9UHD2,0
CHEMBL1986265,P06241,1
CHEMBL2004118,O96013,1
CHEMBL2002726,Q13554,0
CHEMBL1977223,Q96PF2,1
CHEMBL1977041,O14965,0
CHEMBL1979577,Q7KZI7,0
CHEMBL1964413,Q9NYL2,1
CHEMBL1965836,P51817,0
CHEMBL1982874,P08581,1
CHEMBL340611,Q05513,0
CHEMBL1973516,P50613,0
CHEMBL2000345,O75582,1
CHEMBL1981744,Q9HAZ1,1
CHEMBL1978371,Q04771,1
CHEMBL1965570,P17612,1
CHEMBL50894,P36888,1
CHEMBL1995813,P78368,0
CHEMBL396523,P51812,0
CHEMBL1090360,Q16513,1
CHEMBL1973720,P29376,0
CHEMBL1993634,P07949,1
CHEMBL1987533,O15530,1
CHEMBL1993413,Q8IU85,1
CHEMBL2000271,Q9Y243,0
CHEMBL1984044,P51812,1
CHEMBL1933538,P06239,1
CHEMBL220241,O75116,0
CHEMBL429743,P09619,0
CHEMBL231568,P00533,1
CHEMBL323394,Q04759,1
CHEMBL1992581,P11362,0
CHEMBL1995813,Q9NWZ3,0
CHEMBL1969301,O75116,1
CHEMBL116070,Q9Y6M4,0
CHEMBL1990482,Q9HBY8,1
CHEMBL1967252,Q06418,1
CHEMBL1968070,P04629,0
CHEMBL338155,P17612,1
CHEMBL408995,P04626,0
CHEMBL1984367,P12931,1
CHEMBL38380,P53667,1
CHEMBL1976328,P04629,1
CHEMBL1984236,Q00535,1
CHEMBL1982980,Q05513,1
CHEMBL337026,P24723,0
CHEMBL392642,O95819,0
CHEMBL1970189,O00311,1
CHEMBL2001584,Q7L7X3,1
CHEMBL2005186,P15735,1
CHEMBL1964444,Q07912,1
CHEMBL2002165,Q14289,0
CHEMBL437747,P11362,1
CHEMBL1982135,O75582,1
CHEMBL1375418,P07332,1
CHEMBL1971141,P17948,0
CHEMBL1080995,P07948,1
CHEMBL1993661,Q96SB4,0
CHEMBL2000481,P52333,1
CHEMBL1998829,P42679,1
CHEMBL1972355,Q96GD4,0
CHEMBL117697,Q00535,1
CHEMBL1998112,P35968,0
CHEMBL243088,P29317,0
CHEMBL1933551,P49841,1
CHEMBL2002450,P09619,1
CHEMBL1994040,P45983,1
CHEMBL1994526,Q13188,1
CHEMBL1982466,Q9UEE5,1
CHEMBL482967,O96017,1
CHEMBL1983025,P22607,0
CHEMBL234085,Q96RR4,1
CHEMBL461140,P31749,1
CHEMBL492251,P11802,1
CHEMBL1965423,O43781,0
CHEMBL2005631,Q13188,0
CHEMBL1978166,Q06418,0
CHEMBL1997924,Q13464,0
CHEMBL2000685,P11309,0
CHEMBL2006564,Q16620,0
CHEMBL1995592,P24941,0
CHEMBL1983963,Q05655,1
CHEMBL1985206,Q16288,1
CHEMBL495727,P00519,0
CHEMBL1981725,O96013,0
CHEMBL1966425,P05129,1
CHEMBL1999120,P07333,1
CHEMBL1982465,P07948,0
CHEMBL1834657,Q04912,1
CHEMBL2152253,O00329,0
CHEMBL2001751,P07948,0
CHEMBL2004716,P12931,0
CHEMBL271381,O00311,1
CHEMBL1994321,Q9NWZ3,1
CHEMBL468280,O15530,1
CHEMBL1970317,P53667,0
CHEMBL1988717,P78368,1
CHEMBL1981047,P35968,0
CHEMBL1977223,O94806,1
CHEMBL2006481,P27448,1
CHEMBL1922225,P35968,1
CHEMBL2003229,O95819,0
CHEMBL1983006,P29597,1
CHEMBL2000429,P53778,1
CHEMBL1967531,P43405,0
CHEMBL1242657,P12931,0
CHEMBL1933576,P49137,1
CHEMBL1992242,P51955,1
CHEMBL2004615,Q9BZL6,1
CHEMBL1968127,Q8N4C8,1
CHEMBL1973145,Q96GD4,0
CHEMBL246356,P10721,1
CHEMBL340921,Q05655,0
CHEMBL1978448,Q8IW41,0
CHEMBL1984711,P53667,0
CHEMBL1970913,Q9H2X6,1
CHEMBL1964687,P23443,0
CHEMBL1966628,P08581,1
CHEMBL1241487,P78527,1
CHEMBL2005792,Q00535,1
CHEMBL1242663,P54760,1
CHEMBL1999112,P51817,1
CHEMBL1980802,P00533,1
CHEMBL2006010,P15735,1
CHEMBL1964441,Q96GD4,0
CHEMBL1968791,P07949,0
CHEMBL1979554,O96013,1
CHEMBL1975128,Q9BZL6,0
CHEMBL272453,P52333,1
CHEMBL1087421,P45984,0
CHEMBL1879463,Q9HAZ1,0
CHEMBL1995592,P51451,0
CHEMBL1972258,Q9Y4K4,1
CHEMBL1973359,O14757,0
CHEMBL246970,Q8IW41,1
CHEMBL1969735,P06239,1
CHEMBL1988872,Q9HAZ1,0
CHEMBL378627,O14920,1
CHEMBL1979516,P42685,0
CHEMBL1973013,P49841,1
CHEMBL210887,P07948,1
CHEMBL1980995,Q9HAZ1,0
CHEMBL1991434,Q7L7X3,1
CHEMBL337027,O94806,0
CHEMBL1967564,P35916,1
CHEMBL272453,P51451,0
CHEMBL1973348,P49760,1
CHEMBL220057,O75116,0
CHEMBL2004025,O60674,1
CHEMBL565612,Q9UM73,1
CHEMBL1984432,P07333,1
CHEMBL1979883,P00519,0
CHEMBL1968791,P07948,0
CHEMBL1270230,O96013,1
CHEMBL1996176,P51812,0
CHEMBL1975900,P16591,1
CHEMBL1997623,P24941,1
CHEMBL1967116,Q96GD4,0
CHEMBL1980995,Q05655,0
CHEMBL396523,P04626,0
CHEMBL1971223,Q16513,0
CHEMBL260092,P28482,1
CHEMBL482767,P07949,1
CHEMBL207246,P45983,1
CHEMBL1970317,P06241,0
CHEMBL1998159,P10721,1
CHEMBL335020,P17252,0
CHEMBL565612,P08922,1
CHEMBL213505,P48729,1
CHEMBL1974328,Q9BZL6,0
CHEMBL7064,Q9Y4K4,1
CHEMBL1984760,P45984,1
CHEMBL1968926,P35916,1
CHEMBL80121,Q04759,1
CHEMBL1969042,Q7KZI7,1
CHEMBL380006,O43741,1
CHEMBL1978014,Q8TDC3,1
CHEMBL306380,Q16288,0
CHEMBL2003286,O43781,0
CHEMBL2005375,Q13188,1
CHEMBL231209,P11362,0
CHEMBL226403,P35968,1
CHEMBL1988594,Q9H3Y6,1
CHEMBL1996234,Q9HBY8,1
CHEMBL1966524,P49841,0
CHEMBL2006299,Q04759,0
CHEMBL2004290,P10721,0
CHEMBL1082440,Q13188,0
CHEMBL1989029,P42685,0
CHEMBL1254007,P00533,1
CHEMBL395080,P28482,1
CHEMBL1968245,Q14012,1
CHEMBL1983348,P49840,0
CHEMBL1991395,Q7KZI7,1
CHEMBL131590,Q05655,0
CHEMBL1982992,P52333,1
CHEMBL1980435,O43293,0
CHEMBL1981047,P05129,1
CHEMBL1976732,Q8N4C8,0
CHEMBL1971943,O94806,1
CHEMBL504950,P51451,1
CHEMBL1995813,P51955,1
CHEMBL1988805,P29376,0
CHEMBL1995592,P06239,0
CHEMBL1981720,Q9UEE5,0
CHEMBL1966628,Q9Y4K4,0
CHEMBL1090356,P07948,0
CHEMBL1975418,P08581,1
CHEMBL1980391,P06213,0
CHEMBL1997597,Q13464,1
CHEMBL590109,Q13188,0
CHEMBL325023,P11802,0
CHEMBL2333365,Q08881,1
CHEMBL1978099,O75116,1
CHEMBL1976240,Q9HBY8,0
CHEMBL1964804,Q9UEE5,0
CHEMBL1987261,P50613,0
CHEMBL362588,O15264,1
CHEMBL1983309,Q9HBH9,1
CHEMBL1983923,P49840,1
CHEMBL1971029,P52333,0
CHEMBL1084546,P35916,0
CHEMBL2000894,Q13557,1
CHEMBL1966175,Q04759,1
CHEMBL332575,P24941,0
CHEMBL1980144,P49841,1
CHEMBL1992371,Q00535,0
CHEMBL1989029,O60674,1
CHEMBL212382,P41240,1
CHEMBL1985092,P53778,1
CHEMBL207400,P00519,0
CHEMBL590109,Q05513,0
CHEMBL392642,P29597,1
CHEMBL1973540,P35968,0
CHEMBL1965845,Q05513,1
CHEMBL2006765,Q07912,0
CHEMBL2004716,P06213,0
CHEMBL1967302,P00519,0
CHEMBL1972183,Q9HBY8,1
CHEMBL1979773,O96013,1
CHEMBL21156,O14965,1
CHEMBL1971029,P06239,0
CHEMBL1971649,P41743,1
CHEMBL1974617,Q06418,1
CHEMBL1982465,Q12851,0
CHEMBL1987679,P23443,0
CHEMBL1996649,Q9HAZ1,1
CHEMBL1997349,O43781,1
CHEMBL1972158,Q05513,1
CHEMBL1993877,P04629,1
CHEMBL1996646,P48729,1
CHEMBL2004544,Q96SB4,0
CHEMBL1650551,P54760,0
CHEMBL1987910,P31749,1
CHEMBL1985888,P17948,0
CHEMBL1979057,O75116,0
CHEMBL1988370,Q7KZI7,1
CHEMBL21156,P24941,1
CHEMBL196363,O75116,0
CHEMBL68423,P09619,0
CHEMBL1982476,P52333,0
CHEMBL362558,Q13153,1
CHEMBL1241580,P48736,0
CHEMBL1970142,Q13554,1
CHEMBL431432,Q15139,0
CHEMBL1970369,P68400,1
CHEMBL1983534,Q13627,0
CHEMBL2000832,Q16288,0
CHEMBL220241,Q9NWZ3,1
CHEMBL1970104,P04626,1
CHEMBL1992740,P49760,0
CHEMBL1972346,P34947,0
CHEMBL1982874,P51617,1
CHEMBL2005509,P36888,0
CHEMBL1999811,Q14289,1
CHEMBL1988370,P27448,1
CHEMBL1164265,P51812,1
CHEMBL1825138,P53667,0
CHEMBL69129,Q02763,0
CHEMBL1994693,P17948,0
CHEMBL115769,O15264,0
CHEMBL1996111,Q13976,0
CHEMBL289959,O43293,1
CHEMBL1985095,Q96GD4,1
CHEMBL1825138,P29317,0
CHEMBL1964441,Q06187,1
CHEMBL1973540,Q14289,0
CHEMBL219722,O75116,0
CHEMBL2004771,P17948,0
CHEMBL1969588,P42685,0
CHEMBL2004892,P06493,1
CHEMBL392642,Q9H2G2,0
CHEMBL2004771,Q96GD4,0
CHEMBL97448,P05771,1
CHEMBL1992937,O43781,0
CHEMBL2003817,P11309,1
CHEMBL1997822,O96013,1
CHEMBL2001751,P78368,0
CHEMBL394619,Q16620,1
CHEMBL1999918,Q5VT25,0
CHEMBL402846,P23443,0
CHEMBL491758,P51817,1
CHEMBL1967531,P51451,0
CHEMBL1421720,Q9Y463,0
CHEMBL1984711,O43293,1
CHEMBL512054,Q96GD4,0
CHEMBL1976240,Q9BXA7,1
CHEMBL1975121,P23443,1
CHEMBL1998585,Q08881,0
CHEMBL335012,P24723,0
CHEMBL23327,Q05513,1
CHEMBL2000685,P08069,1
CHEMBL1971606,P50750,1
CHEMBL1982383,P36888,0
CHEMBL1964290,Q9UM73,1
CHEMBL2004692,O96017,1
CHEMBL1983923,Q86V86,1
CHEMBL99572,Q15139,1
CHEMBL1965589,P06493,1
CHEMBL2002702,Q06418,1
CHEMBL1974702,P17948,0
CHEMBL7064,O96017,0
CHEMBL2002099,Q9UM73,0
CHEMBL2004771,P27448,0
CHEMBL1986943,Q14164,0
CHEMBL207246,P00533,0
CHEMBL1982957,P35968,0
CHEMBL402846,P08069,1
CHEMBL1991188,P51812,1
CHEMBL1972220,Q06187,0
CHEMBL2003286,P27448,1
CHEMBL1965988,O94806,1
CHEMBL1981671,Q7L7X3,1
CHEMBL2002450,Q16620,1
CHEMBL1985367,P08069,0
CHEMBL1242568,P12931,0
CHEMBL1997503,Q9H2G2,1
CHEMBL243518,Q9HBH9,0
CHEMBL1682553,P53667,1
CHEMBL379835,O94806,1
CHEMBL1974870,Q9P1W9,0
CHEMBL1082440,Q13882,1
CHEMBL1997129,O15111,0
CHEMBL466154,P51955,1
CHEMBL2007574,Q00535,0
CHEMBL1977346,Q13464,1
CHEMBL1967544,P06241,0
CHEMBL267941,P42684,1
CHEMBL389745,P11362,1
CHEMBL1975927,P06239,0
CHEMBL1984206,P28482,1
CHEMBL1970913,P06239,1
CHEMBL1980167,O14965,0
CHEMBL131715,O94806,0
CHEMBL1976220,P17612,1
CHEMBL1997617,Q8N4C8,1
CHEMBL1973808,P43405,1
CHEMBL1970317,P51955,0
CHEMBL1969664,Q05513,1
CHEMBL1682540,O96013,1
CHEMBL39504,P05129,1
CHEMBL2205766,Q04759,1
CHEMBL1988163,Q16288,0
CHEMBL1986530,P49760,0
CHEMBL1978166,P04629,0
CHEMBL188386,P49841,1
CHEMBL488840,P12931,0
CHEMBL460702,P09619,0
CHEMBL497151,P49840,0
CHEMBL1241473,P29597,0
CHEMBL1997623,P35968,0
CHEMBL1999414,Q16620,0
CHEMBL1973808,P11309,1
CHEMBL2006715,Q8IW41,0
CHEMBL1979883,Q16288,0
CHEMBL1980407,O14965,0
CHEMBL1985406,O00444,1
CHEMBL1996791,Q06187,1
CHEMBL2312301,P49841,1
CHEMBL1996066,Q9Y6M4,0
CHEMBL1969042,P07949,0
CHEMBL2004355,P17948,0
CHEMBL189963,P16234,1
CHEMBL1968127,P51812,1
CHEMBL434037,P17612,1
CHEMBL2007002,O43781,1
CHEMBL1978167,Q05397,1
CHEMBL1987034,Q13882,0
CHEMBL1990496,Q7KZI7,1
CHEMBL1980297,P07333,0
CHEMBL1461728,Q13554,1
CHEMBL1682341,P06239,1
CHEMBL406845,P04629,1
CHEMBL1972576,P15735,1
CHEMBL1991138,Q96PF2,1
CHEMBL1965836,Q96GD4,0
CHEMBL1972125,Q15303,1
CHEMBL1968151,P00519,0
CHEMBL1976376,Q7L7X3,1
CHEMBL574588,Q16539,1
CHEMBL2001224,P51812,0
CHEMBL1972158,O75116,0
CHEMBL340921,Q13188,1
CHEMBL1965836,Q13557,0
CHEMBL1975128,O43781,1
CHEMBL383264,P06493,0
CHEMBL1969502,Q13131,0
